;;Sexo Trabalhador;Tipo Vínculo
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;10:CLT U/ PJ Ind;15:CLT U/ PF Ind;20:CLT R/ PJ Ind;25:CLT R/ PF Ind;30:Estatutário;31:Estatutário RGPS;35:Estatutário não Efetivo;40:Avulso;50:Temporário;55:Aprendiz;60:CLT U/ PJ Determinado;65:CLT U/ PF Determinado;70:CLT R/ PJ Determinado;75:CLT R/ PF Determinado;80:Diretor;90:Contrat Prazo Determinado;95:Contrat TMP Determinado;96:Contrat Lei Estadual;97:Contrat Lei Municipal;Total;10:CLT U/ PJ Ind;15:CLT U/ PF Ind;20:CLT R/ PJ Ind;25:CLT R/ PF Ind;30:Estatutário;31:Estatutário RGPS;35:Estatutário não Efetivo;40:Avulso;50:Temporário;55:Aprendiz;60:CLT U/ PJ Determinado;65:CLT U/ PF Determinado;70:CLT R/ PJ Determinado;75:CLT R/ PF Determinado;80:Diretor;90:Contrat Prazo Determinado;95:Contrat TMP Determinado;96:Contrat Lei Estadual;97:Contrat Lei Municipal;Total;10:CLT U/ PJ Ind;15:CLT U/ PF Ind;20:CLT R/ PJ Ind;25:CLT R/ PF Ind;30:Estatutário;31:Estatutário RGPS;35:Estatutário não Efetivo;40:Avulso;50:Temporário;55:Aprendiz;60:CLT U/ PJ Determinado;65:CLT U/ PF Determinado;70:CLT R/ PJ Determinado;75:CLT R/ PF Determinado;80:Diretor;90:Contrat Prazo Determinado;95:Contrat TMP Determinado;96:Contrat Lei Estadual;97:Contrat Lei Municipal;Total
110020:Porto Velho - RO;Total;31.602;387;34;337;23.396;11;2.659;179;0;132;413;18;0;3;132;11;0;1;0;59.315;18.735;241;6;29;30.683;13;2.239;1;1;124;515;6;2;0;44;3;0;0;0;52.642;50.337;628;40;366;54.079;24;4.898;180;1;256;928;24;2;3;176;14;0;1;0;111.957
;00:Até 0,50;32;0;0;1;15;0;4;10;0;24;2;0;0;0;1;0;0;0;0;89;38;0;0;0;10;1;4;0;0;24;4;0;0;0;0;0;0;0;0;81;70;0;0;1;25;1;8;10;0;48;6;0;0;0;1;0;0;0;0;170
;01:0,51 a 1,00;714;51;3;50;147;0;153;42;0;95;11;0;0;0;67;0;0;1;0;1.334;592;43;3;11;62;0;223;1;0;87;23;1;0;0;22;1;0;0;0;1.069;1.306;94;6;61;209;0;376;43;0;182;34;1;0;0;89;1;0;1;0;2.403
;02:1,01 a 1,50;10.787;227;9;129;2.349;2;250;46;0;13;130;17;0;2;10;5;0;0;0;13.976;8.782;168;0;16;5.330;1;340;0;1;11;175;4;0;0;11;0;0;0;0;14.839;19.569;395;9;145;7.679;3;590;46;1;24;305;21;0;2;21;5;0;0;0;28.815
;03:1,51 a 2,00;8.226;72;8;87;1.668;2;207;42;0;0;71;1;0;1;5;4;0;0;0;10.394;3.382;23;1;1;3.187;7;204;0;0;0;136;0;0;0;2;0;0;0;0;6.943;11.608;95;9;88;4.855;9;411;42;0;0;207;1;0;1;7;4;0;0;0;17.337
;04:2,01 a 3,00;4.881;29;7;52;2.471;0;692;25;0;0;63;0;0;0;11;2;0;0;0;8.233;2.672;6;2;1;4.167;0;460;0;0;0;102;0;1;0;0;1;0;0;0;7.412;7.553;35;9;53;6.638;0;1.152;25;0;0;165;0;1;0;11;3;0;0;0;15.645
;05:3,01 a 4,00;2.193;4;3;9;2.663;0;475;6;0;0;31;0;0;0;7;0;0;0;0;5.391;1.069;0;0;0;6.600;1;276;0;0;0;38;0;0;0;1;0;0;0;0;7.985;3.262;4;3;9;9.263;1;751;6;0;0;69;0;0;0;8;0;0;0;0;13.376
;06:4,01 a 5,00;1.226;0;2;3;2.815;1;179;5;0;0;13;0;0;0;7;0;0;0;0;4.251;745;1;0;0;4.552;0;153;0;0;0;7;0;0;0;1;0;0;0;0;5.459;1.971;1;2;3;7.367;1;332;5;0;0;20;0;0;0;8;0;0;0;0;9.710
;07:5,01 a 7,00;1.098;2;1;1;4.477;2;183;0;0;0;39;0;0;0;7;0;0;0;0;5.810;578;0;0;0;2.621;1;168;0;0;0;13;0;0;0;1;1;0;0;0;3.383;1.676;2;1;1;7.098;3;351;0;0;0;52;0;0;0;8;1;0;0;0;9.193
;08:7,01 a 10,00;881;0;1;1;2.700;2;199;1;0;0;34;0;0;0;4;0;0;0;0;3.823;401;0;0;0;1.976;1;209;0;0;0;9;0;1;0;2;0;0;0;0;2.599;1.282;0;1;1;4.676;3;408;1;0;0;43;0;1;0;6;0;0;0;0;6.422
;09:10,01 a 15,00;733;0;0;1;1.405;2;141;0;0;0;12;0;0;0;2;0;0;0;0;2.296;253;0;0;0;889;1;109;0;0;0;6;0;0;0;0;0;0;0;0;1.258;986;0;0;1;2.294;3;250;0;0;0;18;0;0;0;2;0;0;0;0;3.554
;10:15,01 a 20,00;303;0;0;0;1.038;0;104;0;0;0;2;0;0;0;1;0;0;0;0;1.448;83;0;0;0;481;0;62;0;0;0;2;0;0;0;0;0;0;0;0;628;386;0;0;0;1.519;0;166;0;0;0;4;0;0;0;1;0;0;0;0;2.076
;11:Mais de 20,00;293;0;0;0;1.632;0;70;0;0;0;1;0;0;0;9;0;0;0;0;2.005;56;0;0;0;790;0;29;0;0;0;0;0;0;0;3;0;0;0;0;878;349;0;0;0;2.422;0;99;0;0;0;1;0;0;0;12;0;0;0;0;2.883
;{ñ class};235;2;0;3;16;0;2;2;0;0;4;0;0;0;1;0;0;0;0;265;84;0;0;0;18;0;2;0;0;2;0;1;0;0;1;0;0;0;0;108;319;2;0;3;34;0;4;2;0;2;4;1;0;0;2;0;0;0;0;373
120040:Rio Branco - AC;Total;22.329;476;96;245;10.717;9;2.878;1;10;94;286;41;0;3;25;12;0;0;311;37.533;12.274;128;22;19;15.276;5;4.142;0;1;80;192;5;0;0;5;9;0;0;100;32.258;34.603;604;118;264;25.993;14;7.020;1;11;174;478;46;0;3;30;21;0;0;411;69.791
;00:Até 0,50;19;0;0;0;1;0;6;0;0;44;2;0;0;0;0;0;0;0;0;72;10;0;0;0;0;0;6;0;0;40;2;0;0;0;0;0;0;0;0;58;29;0;0;0;1;0;12;0;0;84;4;0;0;0;0;0;0;0;0;130
;01:0,51 a 1,00;576;137;14;62;5;0;13;0;9;45;11;20;0;1;1;0;0;0;0;894;431;27;3;11;1;1;20;0;0;38;6;2;0;0;0;1;0;0;2;543;1.007;164;17;73;6;1;33;0;9;83;17;22;0;1;1;1;0;0;2;1.437
;02:1,01 a 1,50;10.001;213;43;96;175;2;475;0;1;2;179;16;0;1;0;7;0;0;40;11.251;6.522;83;18;4;781;0;445;0;1;2;138;3;0;0;1;4;0;0;37;8.039;16.523;296;61;100;956;2;920;0;2;4;317;19;0;1;1;11;0;0;77;19.290
;03:1,51 a 2,00;4.511;71;19;57;768;0;511;0;0;0;47;1;0;1;0;2;0;0;198;6.186;1.573;8;0;2;1.780;0;1.058;0;0;0;9;0;0;0;0;1;0;0;5;4.436;6.084;79;19;59;2.548;0;1.569;0;0;0;56;1;0;1;0;3;0;0;203;10.622
;04:2,01 a 3,00;3.030;44;7;19;1.622;1;714;1;0;0;30;4;0;0;0;2;0;0;21;5.495;1.241;7;1;0;3.849;1;957;0;0;0;16;0;0;0;0;2;0;0;8;6.082;4.271;51;8;19;5.471;2;1.671;1;0;0;46;4;0;0;0;4;0;0;29;11.577
;05:3,01 a 4,00;1.569;10;6;6;1.215;0;291;0;0;0;3;0;0;0;2;0;0;0;32;3.134;746;3;0;2;2.119;0;540;0;0;0;7;0;0;0;0;1;0;0;32;3.450;2.315;13;6;8;3.334;0;831;0;0;0;10;0;0;0;2;1;0;0;64;6.584
;06:4,01 a 5,00;605;0;1;0;2.238;0;212;0;0;0;6;0;0;0;3;0;0;0;3;3.068;515;0;0;0;1.950;0;266;0;0;0;6;0;0;0;0;0;0;0;3;2.740;1.120;0;1;0;4.188;0;478;0;0;0;12;0;0;0;3;0;0;0;6;5.808
;07:5,01 a 7,00;699;0;2;1;1.986;4;261;0;0;0;4;0;0;0;4;0;0;0;3;2.964;621;0;0;0;2.238;3;365;0;0;0;6;0;0;0;2;0;0;0;5;3.240;1.320;0;2;1;4.224;7;626;0;0;0;10;0;0;0;6;0;0;0;8;6.204
;08:7,01 a 10,00;451;1;2;1;982;1;156;0;0;0;2;0;0;0;2;1;0;0;10;1.609;313;0;0;0;1.129;0;232;0;0;0;0;0;0;0;0;0;0;0;7;1.681;764;1;2;1;2.111;1;388;0;0;0;2;0;0;0;2;1;0;0;17;3.290
;09:10,01 a 15,00;372;0;1;0;671;0;98;0;0;0;0;0;0;0;6;0;0;0;4;1.152;172;0;0;0;901;0;175;0;0;0;0;0;0;0;0;0;0;0;1;1.249;544;0;1;0;1.572;0;273;0;0;0;0;0;0;0;6;0;0;0;5;2.401
;10:15,01 a 20,00;140;0;0;0;395;0;31;0;0;0;0;0;0;0;0;0;0;0;0;566;43;0;0;0;221;0;39;0;0;0;0;0;0;0;0;0;0;0;0;303;183;0;0;0;616;0;70;0;0;0;0;0;0;0;0;0;0;0;0;869
;11:Mais de 20,00;109;0;0;0;659;1;90;0;0;0;0;0;0;0;5;0;0;0;0;864;18;0;0;0;307;0;37;0;0;0;1;0;0;0;2;0;0;0;0;365;127;0;0;0;966;1;127;0;0;0;1;0;0;0;7;0;0;0;0;1.229
;{ñ class};247;0;1;3;0;0;20;0;0;3;2;0;0;0;2;0;0;0;0;278;69;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;72;316;0;1;3;0;0;22;0;0;3;3;0;0;0;2;0;0;0;0;350
130260:Manaus - AM;Total;171.136;149;199;533;37.422;2;6.142;375;1.911;1.010;1.969;34;33;14;141;710;38;23;8;221.849;92.912;521;46;146;53.711;3;9.757;1;1.025;658;612;13;11;1;45;230;31;7;1;159.731;264.048;670;245;679;91.133;5;15.899;376;2.936;1.668;2.581;47;44;15;186;940;69;30;9;381.580
;00:Até 0,50;172;0;0;0;24;0;4;0;0;196;0;0;0;0;0;23;0;0;0;419;160;0;0;1;26;0;13;0;1;192;1;0;0;0;0;2;0;0;0;396;332;0;0;1;50;0;17;0;1;388;1;0;0;0;0;25;0;0;0;815
;01:0,51 a 1,00;2.463;31;12;43;695;0;46;2;40;589;20;0;20;3;9;6;0;0;0;3.979;2.511;80;3;19;353;0;35;0;62;361;9;3;6;0;8;1;1;0;0;3.452;4.974;111;15;62;1.048;0;81;2;102;950;29;3;26;3;17;7;1;0;0;7.431
;02:1,01 a 1,50;44.600;73;60;274;1.087;2;100;2;882;219;231;8;3;9;13;244;7;3;0;47.817;38.980;356;24;100;1.411;0;156;1;537;100;212;9;0;1;7;126;2;6;1;42.029;83.580;429;84;374;2.498;2;256;3;1.419;319;443;17;3;10;20;370;9;9;1;89.846
;03:1,51 a 2,00;34.762;28;36;151;3.231;0;177;7;601;4;502;19;3;2;5;147;1;15;0;39.691;18.131;56;7;22;6.595;2;324;0;289;2;109;1;0;0;4;29;1;0;0;25.572;52.893;84;43;173;9.826;2;501;7;890;6;611;20;3;2;9;176;2;15;0;65.263
;04:2,01 a 3,00;38.033;9;54;39;6.895;0;1.999;7;224;1;817;3;6;0;10;239;10;3;2;48.351;14.723;18;3;2;13.921;0;3.759;0;98;1;150;0;1;0;5;46;5;0;0;32.732;52.756;27;57;41;20.816;0;5.758;7;322;2;967;3;7;0;15;285;15;3;2;81.083
;05:3,01 a 4,00;17.924;3;20;17;5.871;0;760;27;72;0;173;1;0;0;9;31;17;1;0;24.926;6.085;10;5;1;11.216;0;1.630;0;16;0;50;0;0;0;2;14;19;0;0;19.048;24.009;13;25;18;17.087;0;2.390;27;88;0;223;1;0;0;11;45;36;1;0;43.974
;06:4,01 a 5,00;9.634;3;7;5;3.791;0;449;65;36;0;52;1;0;0;16;4;2;0;0;14.065;3.296;1;1;1;4.202;0;528;0;12;0;15;0;0;0;5;7;3;1;0;8.072;12.930;4;8;6;7.993;0;977;65;48;0;67;1;0;0;21;11;5;1;0;22.137
;07:5,01 a 7,00;8.509;0;6;2;4.925;0;724;59;33;0;46;1;0;0;13;6;1;1;0;14.326;3.425;0;1;0;7.028;0;1.133;0;3;0;33;0;4;0;4;5;0;0;0;11.636;11.934;0;7;2;11.953;0;1.857;59;36;0;79;1;4;0;17;11;1;1;0;25.962
;08:7,01 a 10,00;5.805;1;0;1;4.870;0;874;66;12;0;51;1;0;0;10;4;0;0;0;11.695;2.555;0;0;0;4.762;0;1.397;0;4;0;13;0;0;0;4;0;0;0;0;8.735;8.360;1;0;1;9.632;0;2.271;66;16;0;64;1;0;0;14;4;0;0;0;20.430
;09:10,01 a 15,00;4.058;0;2;1;2.541;0;423;45;3;0;35;0;0;0;9;1;0;0;2;7.120;1.658;0;2;0;1.848;1;417;0;1;0;16;0;0;0;3;0;0;0;0;3.946;5.716;0;4;1;4.389;1;840;45;4;0;51;0;0;0;12;1;0;0;2;11.066
;10:15,01 a 20,00;1.836;0;0;0;1.360;0;278;20;1;0;15;0;1;0;4;1;0;0;0;3.516;512;0;0;0;953;0;181;0;1;0;1;0;0;0;0;0;0;0;0;1.648;2.348;0;0;0;2.313;0;459;20;2;0;16;0;1;0;4;1;0;0;0;5.164
;11:Mais de 20,00;2.283;0;0;0;2.116;0;305;75;0;0;20;0;0;0;41;2;0;0;4;4.846;341;0;0;0;1.379;0;178;0;0;0;3;0;0;0;2;0;0;0;0;1.903;2.624;0;0;0;3.495;0;483;75;0;0;23;0;0;0;43;2;0;0;4;6.749
;{ñ class};1.057;1;2;0;16;0;3;0;7;1;7;0;0;0;2;2;0;0;0;1.098;535;0;0;0;17;0;6;0;1;2;0;0;0;0;1;0;0;0;0;562;1.592;1;2;0;33;0;9;0;8;3;7;0;0;0;3;2;0;0;0;1.660
140010:Boa Vista - RR;Total;12.678;173;34;103;5.498;34;502;0;65;28;9;1;2;1;17;35;1;0;68;19.249;8.943;86;4;12;5.377;21;674;0;41;32;17;3;0;0;2;15;1;0;13;15.241;21.621;259;38;115;10.875;55;1.176;0;106;60;26;4;2;1;19;50;2;0;81;34.490
;00:Até 0,50;9;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;16;18;0;0;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;25;27;0;0;0;1;0;0;0;0;13;0;0;0;0;0;0;0;0;0;41
;01:0,51 a 1,00;608;39;2;43;4;1;37;0;3;10;0;0;0;0;0;0;0;0;0;747;750;26;0;4;1;0;73;0;2;6;2;1;0;0;0;11;0;0;0;876;1.358;65;2;47;5;1;110;0;5;16;2;1;0;0;0;11;0;0;0;1.623
;02:1,01 a 1,50;6.048;67;20;34;13;2;72;0;36;10;1;1;2;1;3;32;1;0;0;6.343;5.408;56;3;6;23;0;146;0;32;20;2;2;0;0;0;1;1;0;0;5.700;11.456;123;23;40;36;2;218;0;68;30;3;3;2;1;3;33;2;0;0;12.043
;03:1,51 a 2,00;2.117;13;9;11;24;0;29;0;4;1;0;0;0;0;2;2;0;0;40;2.252;989;1;0;1;29;0;37;0;5;0;1;0;0;0;1;2;0;0;8;1.074;3.106;14;9;12;53;0;66;0;9;1;1;0;0;0;3;4;0;0;48;3.326
;04:2,01 a 3,00;1.848;46;2;13;283;1;92;0;17;0;2;0;0;0;3;0;0;0;0;2.307;785;3;0;0;122;0;82;0;1;0;8;0;0;0;0;0;0;0;0;1.001;2.633;49;2;13;405;1;174;0;18;0;10;0;0;0;3;0;0;0;0;3.308
;05:3,01 a 4,00;737;4;1;2;542;1;41;0;3;0;2;0;0;0;3;0;0;0;12;1.348;278;0;0;1;708;0;57;0;0;0;1;0;0;0;0;1;0;0;3;1.049;1.015;4;1;3;1.250;1;98;0;3;0;3;0;0;0;3;1;0;0;15;2.397
;06:4,01 a 5,00;363;2;0;0;1.277;1;61;0;2;0;1;0;0;0;1;0;0;0;12;1.720;224;0;0;0;1.585;2;60;0;1;0;3;0;0;0;0;0;0;0;1;1.876;587;2;0;0;2.862;3;121;0;3;0;4;0;0;0;1;0;0;0;13;3.596
;07:5,01 a 7,00;361;1;0;0;1.350;2;64;0;0;0;1;0;0;0;0;0;0;0;0;1.779;197;0;1;0;1.606;1;81;0;0;0;0;0;0;0;0;0;0;0;0;1.886;558;1;1;0;2.956;3;145;0;0;0;1;0;0;0;0;0;0;0;0;3.665
;08:7,01 a 10,00;213;0;0;0;899;0;30;0;0;0;1;0;0;0;2;0;0;0;2;1.147;140;0;0;0;847;2;52;0;0;0;0;0;0;0;1;0;0;0;1;1.043;353;0;0;0;1.746;2;82;0;0;0;1;0;0;0;3;0;0;0;3;2.190
;09:10,01 a 15,00;141;0;0;0;488;1;29;0;0;0;1;0;0;0;1;0;0;0;1;662;85;0;0;0;183;0;41;0;0;0;0;0;0;0;0;0;0;0;0;309;226;0;0;0;671;1;70;0;0;0;1;0;0;0;1;0;0;0;1;971
;10:15,01 a 20,00;74;0;0;0;234;1;21;0;0;0;0;0;0;0;0;0;0;0;0;330;29;0;0;0;89;0;33;0;0;0;0;0;0;0;0;0;0;0;0;151;103;0;0;0;323;1;54;0;0;0;0;0;0;0;0;0;0;0;0;481
;11:Mais de 20,00;102;0;0;0;383;24;26;0;0;0;0;0;0;0;2;0;0;0;1;538;19;0;0;0;182;16;12;0;0;0;0;0;0;0;0;0;0;0;0;229;121;0;0;0;565;40;38;0;0;0;0;0;0;0;2;0;0;0;1;767
;{ñ class};57;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;60;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;78;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;82
150140:Belém - PA;Total;116.970;836;354;452;50.982;644;12.555;1.616;573;548;323;31;6;1;156;118;6;4;0;186.175;63.617;1.000;55;19;46.499;462;16.989;2;112;441;105;13;1;0;74;23;11;3;0;129.426;180.587;1.836;409;471;97.481;1.106;29.544;1.618;685;989;428;44;7;1;230;141;17;7;0;315.601
;00:Até 0,50;369;0;2;0;4;0;16;224;0;327;2;0;0;0;0;5;0;0;0;949;265;4;0;0;8;0;17;0;0;286;0;0;0;0;0;0;0;0;0;580;634;4;2;0;12;0;33;224;0;613;2;0;0;0;0;5;0;0;0;1.529
;01:0,51 a 1,00;5.579;105;75;190;657;0;954;376;3;201;24;12;0;0;16;6;0;0;0;8.198;3.307;135;0;7;275;0;3.450;0;3;143;12;5;0;0;9;0;0;0;0;7.346;8.886;240;75;197;932;0;4.404;376;6;344;36;17;0;0;25;6;0;0;0;15.544
;02:1,01 a 1,50;43.700;456;178;197;3.717;2;2.576;139;195;15;126;8;4;0;3;19;4;0;0;51.339;29.567;670;37;10;8.493;1;2.659;2;59;6;45;8;0;0;2;5;3;0;0;41.567;73.267;1.126;215;207;12.210;3;5.235;141;254;21;171;16;4;0;5;24;7;0;0;92.906
;03:1,51 a 2,00;25.410;183;61;40;3.271;4;1.388;100;120;0;46;8;0;0;1;25;2;0;0;30.659;10.596;131;5;2;3.772;1;1.800;0;19;0;11;0;1;0;3;3;5;0;0;16.349;36.006;314;66;42;7.043;5;3.188;100;139;0;57;8;1;0;4;28;7;0;0;47.008
;04:2,01 a 3,00;19.523;77;25;20;7.155;1;3.982;74;152;0;46;3;1;1;9;16;0;0;0;31.085;8.319;50;9;0;5.507;1;4.135;0;17;0;11;0;0;0;1;7;3;0;0;18.060;27.842;127;34;20;12.662;2;8.117;74;169;0;57;3;1;1;10;23;3;0;0;49.145
;05:3,01 a 4,00;6.971;7;6;3;11.396;1;948;79;59;1;23;0;0;0;14;7;0;0;0;19.515;3.292;6;1;0;7.452;1;1.341;0;7;0;9;0;0;0;10;1;0;0;0;12.120;10.263;13;7;3;18.848;2;2.289;79;66;1;32;0;0;0;24;8;0;0;0;31.635
;06:4,01 a 5,00;3.992;5;3;1;5.986;4;1.384;56;31;0;4;0;1;0;5;4;0;0;0;11.476;2.068;2;1;0;5.199;4;1.790;0;3;0;2;0;0;0;1;3;0;0;0;9.073;6.060;7;4;1;11.185;8;3.174;56;34;0;6;0;1;0;6;7;0;0;0;20.549
;07:5,01 a 7,00;3.721;1;1;0;7.383;10;707;87;9;0;7;0;0;0;18;6;0;1;0;11.951;2.164;1;1;0;7.068;2;1.026;0;2;0;5;0;0;0;16;3;0;1;0;10.289;5.885;2;2;0;14.451;12;1.733;87;11;0;12;0;0;0;34;9;0;2;0;22.240
;08:7,01 a 10,00;2.772;1;1;0;4.772;82;241;79;4;0;30;0;0;0;29;11;0;1;0;8.023;1.659;0;0;0;4.242;71;394;0;1;0;2;0;0;0;8;0;0;0;0;6.377;4.431;1;1;0;9.014;153;635;79;5;0;32;0;0;0;37;11;0;1;0;14.400
;09:10,01 a 15,00;1.985;0;0;0;2.909;162;218;127;0;0;9;0;0;0;37;13;0;1;0;5.461;1.150;0;0;0;2.005;86;234;0;0;0;2;0;0;0;12;0;0;0;0;3.489;3.135;0;0;0;4.914;248;452;127;0;0;11;0;0;0;49;13;0;1;0;8.950
;10:15,01 a 20,00;816;0;0;0;1.714;90;71;78;0;0;0;0;0;0;4;1;0;0;0;2.774;440;0;0;0;1.041;58;71;0;0;0;1;0;0;0;7;0;0;0;0;1.618;1.256;0;0;0;2.755;148;142;78;0;0;1;0;0;0;11;1;0;0;0;4.392
;11:Mais de 20,00;888;0;0;0;2.005;288;66;27;0;0;0;0;0;0;20;4;0;1;0;3.299;244;0;0;0;1.424;237;69;0;0;0;0;0;0;0;5;0;0;2;0;1.981;1.132;0;0;0;3.429;525;135;27;0;0;0;0;0;0;25;4;0;3;0;5.280
;{ñ class};1.244;1;2;1;13;0;4;170;0;4;6;0;0;0;0;1;0;0;0;1.446;546;1;1;0;13;0;3;0;1;6;5;0;0;0;0;1;0;0;0;577;1.790;2;3;1;26;0;7;170;1;10;11;0;0;0;0;2;0;0;0;2.023
160030:Macapá - AP;Total;21.128;153;226;87;12.748;4;1.511;219;2;84;227;6;0;0;18;3;4;0;0;36.420;13.183;88;84;4;15.069;3;1.151;15;3;81;169;2;0;0;11;2;15;0;0;29.880;34.311;241;310;91;27.817;7;2.662;234;5;165;396;8;0;0;29;5;19;0;0;66.300
;00:Até 0,50;50;0;12;0;0;0;0;1;0;44;0;0;0;0;0;0;0;0;0;107;36;0;3;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;83;86;0;15;0;0;0;0;1;0;88;0;0;0;0;0;0;0;0;0;190
;01:0,51 a 1,00;1.713;18;10;42;8;0;89;73;0;35;9;0;0;0;5;0;0;0;0;2.002;1.358;31;3;3;28;0;65;1;0;35;14;1;0;0;5;0;0;0;0;1.544;3.071;49;13;45;36;0;154;74;0;70;23;1;0;0;10;0;0;0;0;3.546
;02:1,01 a 1,50;7.747;90;122;40;352;0;317;116;1;5;45;1;0;0;2;2;0;0;0;8.840;6.493;47;32;1;687;0;260;7;1;2;39;1;0;0;1;1;9;0;0;7.581;14.240;137;154;41;1.039;0;577;123;2;7;84;2;0;0;3;3;9;0;0;16.421
;03:1,51 a 2,00;4.259;38;28;5;241;0;141;13;1;0;32;5;0;0;1;1;0;0;0;4.765;2.312;9;22;0;310;0;83;7;1;0;20;0;0;0;3;1;3;0;0;2.771;6.571;47;50;5;551;0;224;20;2;0;52;5;0;0;4;2;3;0;0;7.536
;04:2,01 a 3,00;3.978;6;14;0;761;0;203;13;0;0;41;0;0;0;3;0;0;0;0;5.019;1.412;1;10;0;803;0;153;0;1;0;21;0;0;0;1;0;3;0;0;2.405;5.390;7;24;0;1.564;0;356;13;1;0;62;0;0;0;4;0;3;0;0;7.424
;05:3,01 a 4,00;1.279;0;6;0;1.307;1;134;3;0;0;16;0;0;0;1;0;4;0;0;2.751;507;0;2;0;1.499;0;115;0;0;0;15;0;0;0;0;0;0;0;0;2.138;1.786;0;8;0;2.806;1;249;3;0;0;31;0;0;0;1;0;4;0;0;4.889
;06:4,01 a 5,00;575;0;8;0;1.577;1;104;0;0;0;13;0;0;0;0;0;0;0;0;2.278;334;0;1;0;2.318;0;88;0;0;0;9;0;0;0;0;0;0;0;0;2.750;909;0;9;0;3.895;1;192;0;0;0;22;0;0;0;0;0;0;0;0;5.028
;07:5,01 a 7,00;611;1;9;0;3.673;0;208;0;0;0;17;0;0;0;2;0;0;0;0;4.521;309;0;6;0;4.423;0;166;0;0;0;16;0;0;0;0;0;0;0;0;4.920;920;1;15;0;8.096;0;374;0;0;0;33;0;0;0;2;0;0;0;0;9.441
;08:7,01 a 10,00;378;0;8;0;2.264;1;112;0;0;0;21;0;0;0;2;0;0;0;0;2.786;210;0;4;0;2.726;1;74;0;0;0;13;0;0;0;1;0;0;0;0;3.029;588;0;12;0;4.990;2;186;0;0;0;34;0;0;0;3;0;0;0;0;5.815
;09:10,01 a 15,00;249;0;4;0;1.278;1;96;0;0;0;18;0;0;0;0;0;0;0;0;1.646;115;0;1;0;1.584;1;94;0;0;0;9;0;0;0;0;0;0;0;0;1.804;364;0;5;0;2.862;2;190;0;0;0;27;0;0;0;0;0;0;0;0;3.450
;10:15,01 a 20,00;82;0;3;0;492;0;41;0;0;0;11;0;0;0;0;0;0;0;0;629;32;0;0;0;297;0;31;0;0;0;12;0;0;0;0;0;0;0;0;372;114;0;3;0;789;0;72;0;0;0;23;0;0;0;0;0;0;0;0;1.001
;11:Mais de 20,00;99;0;0;0;776;0;66;0;0;0;3;0;0;0;1;0;0;0;0;945;12;0;0;0;374;1;22;0;0;0;0;0;0;0;0;0;0;0;0;409;111;0;0;0;1.150;1;88;0;0;0;3;0;0;0;1;0;0;0;0;1.354
;{ñ class};108;0;2;0;19;0;0;0;0;0;1;0;0;0;1;0;0;0;0;131;53;0;0;0;20;0;0;0;0;0;1;0;0;0;0;0;0;0;0;74;161;0;2;0;39;0;0;0;0;0;2;0;0;0;1;0;0;0;0;205
